Date,Start_Hour,End_Hour,Day_of_Year,Day_Name,Month_Name,Season,Production
2020-06-05 00:00:00,12,13,157,Friday,June,Summer,13242
2025-09-04 00:00:00,13,14,247,Thursday,September,Fall,14863
2023-12-18 00:00:00,16,17,352,Monday,December,Winter,2994
2025-07-09 00:00:00,6,7,190,Wednesday,July,Summer,1676
2024-09-14 00:00:00,17,18,258,Saturday,September,Fall,7606
2025-06-20 00:00:00,19,20,171,Friday,June,Summer,4544
2022-02-11 00:00:00,18,19,42,Friday,February,Winter,1753
2020-04-14 00:00:00,16,17,105,Tuesday,April,Spring,8019
2023-11-23 00:00:00,11,12,327,Thursday,November,Fall,7232
2023-05-06 00:00:00,8,9,126,Saturday,May,Spring,2948
2021-06-09 00:00:00,1,2,160,Wednesday,June,Summer,1569
2020-08-25 00:00:00,6,7,238,Tuesday,August,Summer,3959
2022-02-28 00:00:00,15,16,59,Monday,February,Winter,5659
2024-03-12 00:00:00,17,18,72,Tuesday,March,Spring,10459
2024-07-23 00:00:00,21,22,205,Tuesday,July,Summer,2927
2024-07-19 00:00:00,0,1,201,Friday,July,Summer,1662
2024-02-23 00:00:00,14,15,54,Friday,February,Winter,15612
2022-09-03 00:00:00,10,11,246,Saturday,September,Fall,4020
2023-03-13 00:00:00,1,2,72,Monday,March,Spring,14233
2024-04-13 00:00:00,7,8,104,Saturday,April,Spring,2307
2021-07-30 00:00:00,20,21,211,Friday,July,Summer,8655
2025-01-22 00:00:00,9,10,22,Wednesday,January,Winter,6315
2022-11-06 00:00:00,23,0,310,Sunday,November,Fall,11081
2022-05-15 00:00:00,9,10,135,Sunday,May,Spring,5538
2024-10-09 00:00:00,10,11,283,Wednesday,October,Fall,11747
2020-03-24 00:00:00,18,19,84,Tuesday,March,Spring,4898
2023-12-29 00:00:00,13,14,363,Friday,December,Winter,15847
2024-07-01 00:00:00,0,1,183,Monday,July,Summer,2760
2021-11-24 00:00:00,19,20,328,Wednesday,November,Fall,2095
2024-07-13 00:00:00,23,0,195,Saturday,July,Summer,334
2021-12-01 00:00:00,14,15,335,Wednesday,December,Winter,11647
2020-04-26 00:00:00,22,23,117,Sunday,April,Spring,457
2024-08-16 00:00:00,23,0,229,Friday,August,Summer,1612
2025-04-14 00:00:00,14,15,104,Monday,April,Spring,9083
2021-05-17 00:00:00,17,18,137,Monday,May,Spring,13497
2021-09-19 00:00:00,15,16,262,Sunday,September,Fall,5286
2025-10-24 00:00:00,23,0,297,Friday,October,Fall,14144
2023-10-02 00:00:00,16,17,275,Monday,October,Fall,7676
2020-04-14 00:00:00,6,7,105,Tuesday,April,Spring,6514
2020-02-05 00:00:00,13,14,36,Wednesday,February,Winter,3963
2025-10-21 00:00:00,22,23,294,Tuesday,October,Fall,6166
2022-04-01 00:00:00,7,8,91,Friday,April,Spring,9016
2020-03-21 00:00:00,4,5,81,Saturday,March,Spring,7299
2023-01-02 00:00:00,11,12,2,Monday,January,Winter,6422
2021-02-20 00:00:00,21,22,51,Saturday,February,Winter,12255
2025-08-24 00:00:00,10,11,236,Sunday,August,Summer,4112
2022-05-06 00:00:00,11,12,126,Friday,May,Spring,6911
2024-11-12 00:00:00,7,8,317,Tuesday,November,Fall,10329
2022-12-08 00:00:00,7,8,342,Thursday,December,Winter,1250
2020-04-30 00:00:00,19,20,121,Thursday,April,Spring,11566
2021-05-08 00:00:00,22,23,128,Saturday,May,Spring,5551
2020-04-20 00:00:00,1,2,111,Monday,April,Spring,5535
2022-01-18 00:00:00,2,3,18,Tuesday,January,Winter,2430
2025-02-09 00:00:00,0,1,40,Sunday,February,Winter,3868
2023-12-28 00:00:00,7,8,362,Thursday,December,Winter,13513
2022-01-29 00:00:00,11,12,29,Saturday,January,Winter,9867
2022-11-23 00:00:00,8,9,327,Wednesday,November,Fall,9532
2025-10-19 00:00:00,10,11,292,Sunday,October,Fall,10350
2025-05-14 00:00:00,7,8,134,Wednesday,May,Spring,1719
2023-11-19 00:00:00,1,2,323,Sunday,November,Fall,11829
2022-10-22 00:00:00,10,11,295,Saturday,October,Fall,5156
2025-07-28 00:00:00,3,4,209,Monday,July,Summer,4437
2023-08-19 00:00:00,5,6,231,Saturday,August,Summer,3735
2024-12-15 00:00:00,0,1,350,Sunday,December,Winter,4485
2021-01-11 00:00:00,5,6,11,Monday,January,Winter,2139
2021-05-02 00:00:00,19,20,122,Sunday,May,Spring,1824
2022-11-12 00:00:00,10,11,316,Saturday,November,Fall,5330
2024-05-18 00:00:00,11,12,139,Saturday,May,Spring,4830
2020-01-24 00:00:00,3,4,24,Friday,January,Winter,2178
2024-08-07 00:00:00,12,13,220,Wednesday,August,Summer,7806
2023-12-19 00:00:00,7,8,353,Tuesday,December,Winter,7637
2022-07-29 00:00:00,9,10,210,Friday,July,Summer,1886
2024-04-10 00:00:00,7,8,101,Wednesday,April,Spring,3567
2021-01-08 00:00:00,21,22,8,Friday,January,Winter,934
2024-11-10 00:00:00,4,5,315,Sunday,November,Fall,728
2021-03-23 00:00:00,3,4,82,Tuesday,March,Spring,2297
2024-03-18 00:00:00,7,8,78,Monday,March,Spring,2408
2023-07-18 00:00:00,7,8,199,Tuesday,July,Summer,3248
2025-05-15 00:00:00,19,20,135,Thursday,May,Spring,11522
2022-05-06 00:00:00,14,15,126,Friday,May,Spring,6812
2025-05-17 00:00:00,12,13,137,Saturday,May,Spring,5378
2023-01-25 00:00:00,19,20,25,Wednesday,January,Winter,1865
2023-11-06 00:00:00,20,21,310,Monday,November,Fall,9476
2023-06-04 00:00:00,10,11,155,Sunday,June,Summer,7001
2023-04-17 00:00:00,13,14,107,Monday,April,Spring,10082
2021-02-21 00:00:00,15,16,52,Sunday,February,Winter,7525
2021-02-15 00:00:00,9,10,46,Monday,February,Winter,11289
2023-08-03 00:00:00,5,6,215,Thursday,August,Summer,12714
2025-05-27 00:00:00,9,10,147,Tuesday,May,Spring,13251
2023-05-24 00:00:00,5,6,144,Wednesday,May,Spring,6672
2024-12-16 00:00:00,7,8,351,Monday,December,Winter,7127
2022-09-02 00:00:00,5,6,245,Friday,September,Fall,1940
2025-04-16 00:00:00,13,14,106,Wednesday,April,Spring,7798
2020-06-06 00:00:00,13,14,158,Saturday,June,Summer,10873
2024-08-20 00:00:00,9,10,233,Tuesday,August,Summer,6256
2024-11-13 00:00:00,18,19,318,Wednesday,November,Fall,5201
2023-03-21 00:00:00,4,5,80,Tuesday,March,Spring,4145
2022-04-29 00:00:00,12,13,119,Friday,April,Spring,6673
2023-03-18 00:00:00,14,15,77,Saturday,March,Spring,10327
2020-05-27 00:00:00,14,15,148,Wednesday,May,Spring,6923
2020-11-08 00:00:00,15,16,313,Sunday,November,Fall,2718
2022-09-14 00:00:00,2,3,257,Wednesday,September,Fall,1837
2021-12-15 00:00:00,1,2,349,Wednesday,December,Winter,1197
2020-12-08 00:00:00,22,23,343,Tuesday,December,Winter,2543
2025-07-29 00:00:00,6,7,210,Tuesday,July,Summer,2489
2020-12-26 00:00:00,0,1,361,Saturday,December,Winter,3607
2020-11-06 00:00:00,4,5,311,Friday,November,Fall,6681
2023-03-31 00:00:00,13,14,90,Friday,March,Spring,21624
2023-04-02 00:00:00,21,22,92,Sunday,April,Spring,7144
2022-01-11 00:00:00,2,3,11,Tuesday,January,Winter,2621
2020-03-16 00:00:00,20,21,76,Monday,March,Spring,1348
2021-08-26 00:00:00,13,14,238,Thursday,August,Summer,8454
2023-07-05 00:00:00,9,10,186,Wednesday,July,Summer,10340
2022-05-03 00:00:00,8,9,123,Tuesday,May,Spring,3293
2021-08-10 00:00:00,4,5,222,Tuesday,August,Summer,1235
2020-08-22 00:00:00,14,15,235,Saturday,August,Summer,11599
2022-05-06 00:00:00,3,4,126,Friday,May,Spring,3327
2025-08-26 00:00:00,13,14,238,Tuesday,August,Summer,10719
2021-09-24 00:00:00,17,18,267,Friday,September,Fall,2890
2023-01-03 00:00:00,17,18,3,Tuesday,January,Winter,8994
2023-10-09 00:00:00,7,8,282,Monday,October,Fall,1140
2022-03-15 00:00:00,23,0,74,Tuesday,March,Spring,4205
2022-10-25 00:00:00,18,19,298,Tuesday,October,Fall,4686
2024-12-30 00:00:00,11,12,365,Monday,December,Winter,2963
2023-03-10 00:00:00,17,18,69,Friday,March,Spring,11697
2023-05-06 00:00:00,13,14,126,Saturday,May,Spring,7109
2020-10-10 00:00:00,9,10,284,Saturday,October,Fall,2717
2023-02-19 00:00:00,18,19,50,Sunday,February,Winter,2222
2022-09-13 00:00:00,14,15,256,Tuesday,September,Fall,5433
2023-10-15 00:00:00,3,4,288,Sunday,October,Fall,2777
2022-01-01 00:00:00,1,2,1,Saturday,January,Winter,3210
2021-05-14 00:00:00,12,13,134,Friday,May,Spring,7647
2025-11-04 00:00:00,23,0,308,Tuesday,November,Fall,12730
2024-01-29 00:00:00,3,4,29,Monday,January,Winter,7443
2025-01-13 00:00:00,10,11,13,Monday,January,Winter,7719
2023-07-06 00:00:00,21,22,187,Thursday,July,Summer,868
2020-03-14 00:00:00,21,22,74,Saturday,March,Spring,3347
2023-12-24 00:00:00,15,16,358,Sunday,December,Winter,17075
2025-04-06 00:00:00,1,2,96,Sunday,April,Spring,9135
2024-10-03 00:00:00,3,4,277,Thursday,October,Fall,5240
2022-03-06 00:00:00,22,23,65,Sunday,March,Spring,7705
2022-09-07 00:00:00,18,19,250,Wednesday,September,Fall,4483
2024-01-04 00:00:00,17,18,4,Thursday,January,Winter,11934
2021-03-24 00:00:00,8,9,83,Wednesday,March,Spring,2756
2023-03-31 00:00:00,11,12,90,Friday,March,Spring,20332
2021-02-14 00:00:00,16,17,45,Sunday,February,Winter,9781
2020-11-29 00:00:00,22,23,334,Sunday,November,Fall,2194
2025-05-23 00:00:00,3,4,143,Friday,May,Spring,3654
2024-02-28 00:00:00,18,19,59,Wednesday,February,Winter,3872
2020-08-13 00:00:00,8,9,226,Thursday,August,Summer,1977
2022-02-10 00:00:00,7,8,41,Thursday,February,Winter,5427
2020-05-22 00:00:00,20,21,143,Friday,May,Spring,2791
2020-03-07 00:00:00,5,6,67,Saturday,March,Spring,2626
2025-02-28 00:00:00,22,23,59,Friday,February,Winter,7187
2023-06-17 00:00:00,10,11,168,Saturday,June,Summer,5207
2022-10-08 00:00:00,21,22,281,Saturday,October,Fall,2338
2020-04-26 00:00:00,16,17,117,Sunday,April,Spring,2886
2025-01-21 00:00:00,23,0,21,Tuesday,January,Winter,7139
2024-05-18 00:00:00,17,18,139,Saturday,May,Spring,5382
2023-10-24 00:00:00,20,21,297,Tuesday,October,Fall,5052
2025-09-27 00:00:00,1,2,270,Saturday,September,Fall,475
2025-06-02 00:00:00,1,2,153,Monday,June,Summer,3073
2021-10-13 00:00:00,23,0,286,Wednesday,October,Fall,2129
2022-02-25 00:00:00,15,16,56,Friday,February,Winter,8739
2023-12-24 00:00:00,10,11,358,Sunday,December,Winter,17796
2025-11-19 00:00:00,7,8,323,Wednesday,November,Fall,11799
2023-04-29 00:00:00,21,22,119,Saturday,April,Spring,2588
2023-04-23 00:00:00,13,14,113,Sunday,April,Spring,15150
2021-09-13 00:00:00,10,11,256,Monday,September,Fall,3635
2020-08-17 00:00:00,4,5,230,Monday,August,Summer,1804
2020-03-13 00:00:00,16,17,73,Friday,March,Spring,5262
2021-07-18 00:00:00,18,19,199,Sunday,July,Summer,9318
2025-09-01 00:00:00,17,18,244,Monday,September,Fall,10390
2020-05-25 00:00:00,16,17,146,Monday,May,Spring,5450
2024-11-10 00:00:00,17,18,315,Sunday,November,Fall,1524
2022-09-30 00:00:00,13,14,273,Friday,September,Fall,7262
2021-05-18 00:00:00,19,20,138,Tuesday,May,Spring,3940
2024-08-10 00:00:00,20,21,223,Saturday,August,Summer,1226
2021-03-25 00:00:00,4,5,84,Thursday,March,Spring,1928
2025-10-30 00:00:00,11,12,303,Thursday,October,Fall,9665
2022-10-26 00:00:00,1,2,299,Wednesday,October,Fall,7207
2020-08-27 00:00:00,13,14,240,Thursday,August,Summer,6251
2021-04-27 00:00:00,14,15,117,Tuesday,April,Spring,3324
2025-05-07 00:00:00,8,9,127,Wednesday,May,Spring,7619
2024-06-26 00:00:00,11,12,178,Wednesday,June,Summer,6737
2023-08-09 00:00:00,7,8,221,Wednesday,August,Summer,1969
2022-01-25 00:00:00,17,18,25,Tuesday,January,Winter,267
2020-09-03 00:00:00,2,3,247,Thursday,September,Fall,978
2020-02-11 00:00:00,23,0,42,Tuesday,February,Winter,9400
2022-07-09 00:00:00,1,2,190,Saturday,July,Summer,3653
2024-08-04 00:00:00,13,14,217,Sunday,August,Summer,4818
2022-06-25 00:00:00,4,5,176,Saturday,June,Summer,3209
2024-12-07 00:00:00,4,5,342,Saturday,December,Winter,18556
2020-09-04 00:00:00,8,9,248,Friday,September,Fall,1720
2022-01-01 00:00:00,19,20,1,Saturday,January,Winter,5238
2023-05-08 00:00:00,2,3,128,Monday,May,Spring,1701
2021-04-22 00:00:00,19,20,112,Thursday,April,Spring,5590
2021-02-17 00:00:00,0,1,48,Wednesday,February,Winter,9265
2020-03-03 00:00:00,6,7,63,Tuesday,March,Spring,4440
2023-11-08 00:00:00,15,16,312,Wednesday,November,Fall,16223
2023-08-14 00:00:00,2,3,226,Monday,August,Summer,1693
2023-01-10 00:00:00,5,6,10,Tuesday,January,Winter,7343
2021-12-22 00:00:00,20,21,356,Wednesday,December,Winter,5561
2024-08-10 00:00:00,2,3,223,Saturday,August,Summer,1755
2023-11-14 00:00:00,14,15,318,Tuesday,November,Fall,16988
2024-03-17 00:00:00,15,16,77,Sunday,March,Spring,6096
2021-09-07 00:00:00,16,17,250,Tuesday,September,Fall,6840
2025-11-16 00:00:00,21,22,320,Sunday,November,Fall,4414
2020-07-15 00:00:00,22,23,197,Wednesday,July,Summer,1874
2025-10-08 00:00:00,21,22,281,Wednesday,October,Fall,2608
2025-06-09 00:00:00,23,0,160,Monday,June,Summer,605
2020-07-14 00:00:00,3,4,196,Tuesday,July,Summer,2443
2022-10-09 00:00:00,6,7,282,Sunday,October,Fall,4887
2020-05-28 00:00:00,1,2,149,Thursday,May,Spring,5340
2021-12-25 00:00:00,15,16,359,Saturday,December,Winter,1223
2023-08-02 00:00:00,21,22,214,Wednesday,August,Summer,15855
2021-01-09 00:00:00,23,0,9,Saturday,January,Winter,5323
2022-02-07 00:00:00,22,23,38,Monday,February,Winter,4802
2022-10-24 00:00:00,23,0,297,Monday,October,Fall,7058
2025-05-24 00:00:00,16,17,144,Saturday,May,Spring,14446
2022-01-11 00:00:00,8,9,11,Tuesday,January,Winter,2912
2022-12-21 00:00:00,3,4,355,Wednesday,December,Winter,5032
2024-12-17 00:00:00,10,11,352,Tuesday,December,Winter,5491
2021-01-30 00:00:00,13,14,30,Saturday,January,Winter,8786
2020-10-04 00:00:00,16,17,278,Sunday,October,Fall,11664
2025-05-29 00:00:00,17,18,149,Thursday,May,Spring,8272
2024-11-25 00:00:00,10,11,330,Monday,November,Fall,12969
2020-01-26 00:00:00,13,14,26,Sunday,January,Winter,4437
2023-03-03 00:00:00,22,23,62,Friday,March,Spring,5574
2025-06-02 00:00:00,14,15,153,Monday,June,Summer,6266
2022-06-24 00:00:00,3,4,175,Friday,June,Summer,1971
2024-03-20 00:00:00,0,1,80,Wednesday,March,Spring,1924
2023-10-12 00:00:00,17,18,285,Thursday,October,Fall,5820
2022-09-24 00:00:00,1,2,267,Saturday,September,Fall,1028
2020-02-06 00:00:00,21,22,37,Thursday,February,Winter,5819
2024-06-09 00:00:00,2,3,161,Sunday,June,Summer,3682
2020-04-19 00:00:00,10,11,110,Sunday,April,Spring,2602
2022-09-28 00:00:00,14,15,271,Wednesday,September,Fall,6080
2025-11-28 00:00:00,14,15,332,Friday,November,Fall,8799
2024-10-05 00:00:00,23,0,279,Saturday,October,Fall,8967
2020-07-24 00:00:00,21,22,206,Friday,July,Summer,1760
2022-10-16 00:00:00,16,17,289,Sunday,October,Fall,6721
2020-11-06 00:00:00,22,23,311,Friday,November,Fall,7139
2021-07-02 00:00:00,23,0,183,Friday,July,Summer,1585
2022-04-13 00:00:00,15,16,103,Wednesday,April,Spring,3628
2025-08-02 00:00:00,14,15,214,Saturday,August,Summer,12313
2023-06-25 00:00:00,22,23,176,Sunday,June,Summer,5338
2024-11-30 00:00:00,7,8,335,Saturday,November,Fall,3505
2023-10-02 00:00:00,0,1,275,Monday,October,Fall,2764
2021-04-14 00:00:00,21,22,104,Wednesday,April,Spring,5104
2025-11-07 00:00:00,15,16,311,Friday,November,Fall,6222
2020-02-01 00:00:00,21,22,32,Saturday,February,Winter,9608
2020-04-05 00:00:00,14,15,96,Sunday,April,Spring,8682
2022-12-27 00:00:00,4,5,361,Tuesday,December,Winter,4483
2022-12-28 00:00:00,3,4,362,Wednesday,December,Winter,11901
2024-01-06 00:00:00,10,11,6,Saturday,January,Winter,6893
2021-03-22 00:00:00,11,12,81,Monday,March,Spring,6284
2022-11-26 00:00:00,19,20,330,Saturday,November,Fall,6123
2025-06-09 00:00:00,15,16,160,Monday,June,Summer,4475
2021-11-01 00:00:00,2,3,305,Monday,November,Fall,8845
2023-07-18 00:00:00,12,13,199,Tuesday,July,Summer,6978
2022-01-22 00:00:00,16,17,22,Saturday,January,Winter,3284
2021-06-02 00:00:00,3,4,153,Wednesday,June,Summer,4114
2025-09-30 00:00:00,19,20,273,Tuesday,September,Fall,2032
2022-12-05 00:00:00,15,16,339,Monday,December,Winter,2037
2022-02-25 00:00:00,1,2,56,Friday,February,Winter,7621
2021-11-05 00:00:00,6,7,309,Friday,November,Fall,2977
2025-02-20 00:00:00,12,13,51,Thursday,February,Winter,12416
2024-04-30 00:00:00,23,0,121,Tuesday,April,Spring,3046
2024-10-04 00:00:00,9,10,278,Friday,October,Fall,5064
2022-04-30 00:00:00,13,14,120,Saturday,April,Spring,8450
2020-02-09 00:00:00,0,1,40,Sunday,February,Winter,7722
2024-03-09 00:00:00,3,4,69,Saturday,March,Spring,10327
2025-06-24 00:00:00,13,14,175,Tuesday,June,Summer,6338
2020-06-21 00:00:00,7,8,173,Sunday,June,Summer,2762
2022-04-22 00:00:00,2,3,112,Friday,April,Spring,5531
2025-10-26 00:00:00,9,10,299,Sunday,October,Fall,10764
2024-12-09 00:00:00,2,3,344,Monday,December,Winter,13556
2024-01-02 00:00:00,12,13,2,Tuesday,January,Winter,18685
2023-05-01 00:00:00,0,1,121,Monday,May,Spring,1652
2020-05-10 00:00:00,8,9,131,Sunday,May,Spring,2008
2025-11-01 00:00:00,22,23,305,Saturday,November,Fall,9691
2023-07-04 00:00:00,23,0,185,Tuesday,July,Summer,10440
2023-05-13 00:00:00,14,15,133,Saturday,May,Spring,10482
2020-06-25 00:00:00,9,10,177,Thursday,June,Summer,2861
2020-01-09 00:00:00,12,13,9,Thursday,January,Winter,12336
2024-08-28 00:00:00,6,7,241,Wednesday,August,Summer,2229
2022-02-28 00:00:00,7,8,59,Monday,February,Winter,3898
2021-07-13 00:00:00,10,11,194,Tuesday,July,Summer,5260
2020-12-05 00:00:00,17,18,340,Saturday,December,Winter,6409
2020-03-12 00:00:00,7,8,72,Thursday,March,Spring,8370
2021-04-30 00:00:00,3,4,120,Friday,April,Spring,1412
2022-09-18 00:00:00,9,10,261,Sunday,September,Fall,4392
2025-10-29 00:00:00,9,10,302,Wednesday,October,Fall,7423
2023-04-16 00:00:00,23,0,106,Sunday,April,Spring,3665
2024-05-09 00:00:00,23,0,130,Thursday,May,Spring,5021
2020-09-30 00:00:00,18,19,274,Wednesday,September,Fall,3257
2022-04-29 00:00:00,17,18,119,Friday,April,Spring,5493
2023-11-10 00:00:00,9,10,314,Friday,November,Fall,15079
2025-08-18 00:00:00,0,1,230,Monday,August,Summer,7156
2020-05-12 00:00:00,7,8,133,Tuesday,May,Spring,4993
2022-09-03 00:00:00,1,2,246,Saturday,September,Fall,1685
2021-08-09 00:00:00,18,19,221,Monday,August,Summer,5509
2020-03-13 00:00:00,13,14,73,Friday,March,Spring,7874
2022-05-12 00:00:00,18,19,132,Thursday,May,Spring,3488
2024-08-08 00:00:00,14,15,221,Thursday,August,Summer,9623
2025-10-30 00:00:00,15,16,303,Thursday,October,Fall,8417
2021-09-15 00:00:00,23,0,258,Wednesday,September,Fall,1024
2024-04-12 00:00:00,14,15,103,Friday,April,Spring,4676
2020-06-09 00:00:00,8,9,161,Tuesday,June,Summer,3222
2021-11-12 00:00:00,18,19,316,Friday,November,Fall,4225
2025-03-01 00:00:00,4,5,60,Saturday,March,Spring,6922
2022-05-21 00:00:00,18,19,141,Saturday,May,Spring,2628
2025-08-28 00:00:00,1,2,240,Thursday,August,Summer,2454
2025-07-27 00:00:00,5,6,208,Sunday,July,Summer,1786
2021-07-20 00:00:00,16,17,201,Tuesday,July,Summer,5834
2022-06-28 00:00:00,6,7,179,Tuesday,June,Summer,1388
2025-09-21 00:00:00,4,5,264,Sunday,September,Fall,5062
2024-11-03 00:00:00,2,3,308,Sunday,November,Fall,3552
2024-11-19 00:00:00,9,10,324,Tuesday,November,Fall,18956
2024-10-22 00:00:00,1,2,296,Tuesday,October,Fall,3568
2020-04-22 00:00:00,18,19,113,Wednesday,April,Spring,2865
2023-10-13 00:00:00,10,11,286,Friday,October,Fall,15112
2023-10-12 00:00:00,12,13,285,Thursday,October,Fall,8411
2022-05-05 00:00:00,14,15,125,Thursday,May,Spring,6026
2020-12-22 00:00:00,16,17,357,Tuesday,December,Winter,6752
2024-07-07 00:00:00,10,11,189,Sunday,July,Summer,5126
2022-04-28 00:00:00,22,23,118,Thursday,April,Spring,5002
2022-03-19 00:00:00,21,22,78,Saturday,March,Spring,9680
2025-02-05 00:00:00,19,20,36,Wednesday,February,Winter,3259
2020-03-30 00:00:00,16,17,90,Monday,March,Spring,12305
2024-10-06 00:00:00,20,21,280,Sunday,October,Fall,8224
2025-07-18 00:00:00,23,0,199,Friday,July,Summer,3802
2021-06-22 00:00:00,13,14,173,Tuesday,June,Summer,7084
2025-03-09 00:00:00,20,21,68,Sunday,March,Spring,2682
2020-07-06 00:00:00,3,4,188,Monday,July,Summer,5654
2023-01-21 00:00:00,0,1,21,Saturday,January,Winter,5918
2025-10-20 00:00:00,3,4,293,Monday,October,Fall,11753
2021-05-09 00:00:00,14,15,129,Sunday,May,Spring,11238
2023-09-10 00:00:00,21,22,253,Sunday,September,Fall,2358
2024-08-04 00:00:00,6,7,217,Sunday,August,Summer,1962
2023-02-20 00:00:00,8,9,51,Monday,February,Winter,3465
2025-10-06 00:00:00,9,10,279,Monday,October,Fall,4871
2020-10-31 00:00:00,0,1,305,Saturday,October,Fall,1716
2022-06-02 00:00:00,3,4,153,Thursday,June,Summer,4245
2021-07-01 00:00:00,20,21,182,Thursday,July,Summer,1001
2024-10-05 00:00:00,11,12,279,Saturday,October,Fall,8795
2023-08-21 00:00:00,12,13,233,Monday,August,Summer,6981
2023-10-31 00:00:00,15,16,304,Tuesday,October,Fall,10888
2020-12-24 00:00:00,17,18,359,Thursday,December,Winter,9299
2024-10-29 00:00:00,0,1,303,Tuesday,October,Fall,2034
2020-01-20 00:00:00,6,7,20,Monday,January,Winter,5969
2022-07-27 00:00:00,2,3,208,Wednesday,July,Summer,2863
2023-09-23 00:00:00,22,23,266,Saturday,September,Fall,1134
2023-05-17 00:00:00,21,22,137,Wednesday,May,Spring,7154
2021-05-15 00:00:00,13,14,135,Saturday,May,Spring,10329
2021-10-24 00:00:00,0,1,297,Sunday,October,Fall,3903
2025-05-23 00:00:00,7,8,143,Friday,May,Spring,3940
2023-07-31 00:00:00,17,18,212,Monday,July,Summer,16164
2023-10-11 00:00:00,7,8,284,Wednesday,October,Fall,2966
2022-05-01 00:00:00,18,19,121,Sunday,May,Spring,3553
2025-07-10 00:00:00,7,8,191,Thursday,July,Summer,2663
2024-01-05 00:00:00,5,6,5,Friday,January,Winter,10179
2020-09-08 00:00:00,0,1,252,Tuesday,September,Fall,1596
2023-03-23 00:00:00,20,21,82,Thursday,March,Spring,13963
2023-04-01 00:00:00,2,3,91,Saturday,April,Spring,16591
2025-02-18 00:00:00,15,16,49,Tuesday,February,Winter,9155
2020-10-14 00:00:00,12,13,288,Wednesday,October,Fall,5761
2024-08-21 00:00:00,0,1,234,Wednesday,August,Summer,7150
2025-11-13 00:00:00,4,5,317,Thursday,November,Fall,11401
2022-09-19 00:00:00,15,16,262,Monday,September,Fall,7972
2023-07-26 00:00:00,22,23,207,Wednesday,July,Summer,2678
2021-01-14 00:00:00,7,8,14,Thursday,January,Winter,7248
2020-12-01 00:00:00,2,3,336,Tuesday,December,Winter,7535
2024-02-27 00:00:00,6,7,58,Tuesday,February,Winter,11867
2020-01-13 00:00:00,5,6,13,Monday,January,Winter,2719
2022-01-07 00:00:00,0,1,7,Friday,January,Winter,9092
2022-10-03 00:00:00,15,16,276,Monday,October,Fall,5116
2022-11-15 00:00:00,0,1,319,Tuesday,November,Fall,6758
2022-09-01 00:00:00,5,6,244,Thursday,September,Fall,2865
2021-07-27 00:00:00,2,3,208,Tuesday,July,Summer,1685
2021-07-11 00:00:00,13,14,192,Sunday,July,Summer,5042
2022-03-29 00:00:00,10,11,88,Tuesday,March,Spring,3254
2024-04-03 00:00:00,13,14,94,Wednesday,April,Spring,18128
2023-04-19 00:00:00,7,8,109,Wednesday,April,Spring,6823
2021-10-25 00:00:00,3,4,298,Monday,October,Fall,2690
2023-06-18 00:00:00,20,21,169,Sunday,June,Summer,4451
2023-02-14 00:00:00,21,22,45,Tuesday,February,Winter,4662
2025-03-23 00:00:00,22,23,82,Sunday,March,Spring,1259
2025-06-27 00:00:00,17,18,178,Friday,June,Summer,9125
2022-08-28 00:00:00,12,13,240,Sunday,August,Summer,8898
2023-07-11 00:00:00,5,6,192,Tuesday,July,Summer,1999
2020-09-09 00:00:00,8,9,253,Wednesday,September,Fall,1078
2024-06-28 00:00:00,18,19,180,Friday,June,Summer,4290
2020-07-29 00:00:00,9,10,211,Wednesday,July,Summer,2120
2023-07-09 00:00:00,16,17,190,Sunday,July,Summer,6674
2024-03-16 00:00:00,18,19,76,Saturday,March,Spring,1211
2023-05-14 00:00:00,10,11,134,Sunday,May,Spring,6013
2025-06-13 00:00:00,2,3,164,Friday,June,Summer,1801
2022-11-09 00:00:00,5,6,313,Wednesday,November,Fall,8441
2022-04-06 00:00:00,6,7,96,Wednesday,April,Spring,5141
2025-08-08 00:00:00,15,16,220,Friday,August,Summer,4706
2025-10-04 00:00:00,7,8,277,Saturday,October,Fall,17338
2020-10-25 00:00:00,2,3,299,Sunday,October,Fall,10696
2021-07-18 00:00:00,8,9,199,Sunday,July,Summer,4398
2021-08-13 00:00:00,18,19,225,Friday,August,Summer,2862
2023-11-04 00:00:00,22,23,308,Saturday,November,Fall,14865
2020-10-27 00:00:00,20,21,301,Tuesday,October,Fall,10606
2023-03-05 00:00:00,21,22,64,Sunday,March,Spring,1000
2022-11-14 00:00:00,0,1,318,Monday,November,Fall,3434
2020-09-10 00:00:00,22,23,254,Thursday,September,Fall,2229
2024-04-20 00:00:00,15,16,111,Saturday,April,Spring,8412
2021-02-15 00:00:00,11,12,46,Monday,February,Winter,12188
2024-04-24 00:00:00,11,12,115,Wednesday,April,Spring,9813
2023-03-14 00:00:00,9,10,73,Tuesday,March,Spring,17911
2022-02-08 00:00:00,16,17,39,Tuesday,February,Winter,4263
2025-01-08 00:00:00,15,16,8,Wednesday,January,Winter,12406
2023-12-04 00:00:00,2,3,338,Monday,December,Winter,13067
2025-06-29 00:00:00,21,22,180,Sunday,June,Summer,2788
2025-11-21 00:00:00,0,1,325,Friday,November,Fall,4327
2021-07-18 00:00:00,11,12,199,Sunday,July,Summer,7976
2024-12-18 00:00:00,5,6,353,Wednesday,December,Winter,13902
