Source,End_Hour,Start_Hour,Date,Production
Solar,19,18,7/1/2021,3022
Wind,13,12,10/25/2024,6893
Wind,13,12,11/14/2021,4665
Wind,5,4,4/17/2021,4834
Wind,23,22,8/6/2024,2097
Wind,3,2,8/23/2024,9509
Wind,18,17,2/26/2023,18051
Wind,6,5,1/7/2023,10262
Wind,0,23,6/3/2020,3683
Solar,18,17,10/11/2024,3556
Wind,10,9,9/26/2020,11246
Wind,23,22,6/11/2020,3909
Wind,11,10,1/28/2020,12987
Wind,1,0,1/21/2025,1210
Wind,12,11,2/7/2023,9517
Wind,23,22,8/17/2024,2408
Wind,20,19,4/7/2020,1971
Wind,9,8,11/18/2021,1817
Wind,19,18,10/19/2020,6659
Wind,18,17,10/13/2025,9362
Wind,9,8,1/18/2024,7755
Wind,4,3,12/9/2020,2518
Solar,12,11,5/18/2022,5814
Wind,15,14,11/26/2021,12653
Wind,5,4,4/21/2022,3354
Wind,18,17,11/16/2021,997
Wind,3,2,3/3/2025,3177
Wind,23,22,11/15/2021,1190
Wind,23,22,1/28/2024,9203
Wind,16,15,11/24/2020,3478
Wind,11,10,12/28/2020,8666
Wind,18,17,5/26/2021,8501
Solar,13,12,3/20/2023,8613
Wind,1,0,9/29/2023,6503
Wind,13,12,5/28/2024,12992
Wind,5,4,5/7/2023,1644
Wind,14,13,3/7/2020,5851
Wind,19,18,8/21/2025,9974
Wind,8,7,8/16/2023,2047
Wind,18,17,11/14/2020,9187
Solar,10,9,6/9/2024,2265
Wind,15,14,4/28/2024,7361
Wind,2,1,10/20/2025,13116
Wind,23,22,6/10/2025,1822
Solar,11,10,8/25/2022,4870
Solar,14,13,7/11/2025,13057
Solar,9,8,6/19/2020,2120
Wind,2,1,10/2/2023,2511
Wind,7,6,12/24/2024,3087
Wind,19,18,6/21/2024,8537
Wind,4,3,11/10/2024,699
Solar,17,16,6/9/2024,4699
Solar,11,10,9/16/2020,2486
Wind,1,0,4/19/2020,1476
Wind,5,4,5/22/2020,3981
Wind,15,14,1/13/2021,8363
Wind,23,22,8/26/2020,2102
Wind,16,15,1/3/2023,9035
Wind,1,0,6/1/2024,6325
Wind,5,4,12/27/2021,4859
Wind,20,19,3/10/2020,11560
Wind,11,10,1/12/2024,7101
Wind,4,3,5/13/2025,778
Solar,13,12,7/11/2023,9090
Wind,23,22,5/2/2024,10099
Solar,16,15,4/11/2024,7830
Wind,4,3,4/2/2024,12881
Wind,21,20,1/5/2020,1866
Wind,3,2,5/6/2025,10973
Solar,12,11,11/1/2024,5193
Solar,12,11,11/5/2021,4471
Solar,15,14,1/23/2022,5443
Wind,7,6,7/12/2021,2449
Wind,10,9,12/17/2021,7522
Wind,11,10,4/12/2025,9316
Wind,23,22,12/2/2022,6777
Wind,16,15,12/26/2023,4387
Wind,23,22,1/11/2024,7264
Wind,9,8,1/30/2022,1935
Wind,1,0,5/9/2021,6909
Solar,9,8,6/8/2024,3057
Wind,4,3,1/3/2022,9945
Wind,3,2,3/23/2021,2209
Wind,7,6,12/24/2020,10656
Wind,20,19,10/10/2024,3695
Solar,13,12,5/6/2023,6882
Wind,5,4,6/26/2021,185
Wind,22,21,9/17/2025,2855
Wind,17,16,4/24/2023,9691
Solar,11,10,9/6/2020,3044
Wind,6,5,9/6/2023,2295
Wind,3,2,4/17/2020,2140
Wind,17,16,3/20/2025,7679
Wind,12,11,7/16/2021,6977
Wind,11,10,3/18/2025,15177
Wind,18,17,9/25/2025,4486
Wind,0,23,2/22/2024,15643
Solar,14,13,6/20/2022,7456
Solar,9,8,6/12/2022,3007
Wind,19,18,3/9/2023,13804
Wind,7,6,5/9/2022,2226
Wind,8,7,5/5/2024,2579
Wind,8,7,12/4/2023,13712
Solar,15,14,8/4/2023,9711
Wind,4,3,4/6/2020,8031
Wind,6,5,9/15/2024,3382
Wind,4,3,4/5/2021,3346
Wind,4,3,1/27/2024,2096
Wind,5,4,3/12/2023,6830
Wind,22,21,6/8/2022,6976
Wind,14,13,2/17/2021,11476
Wind,2,1,8/16/2020,2149
Solar,13,12,7/7/2020,5078
Wind,14,13,10/31/2023,12274
Wind,21,20,2/11/2024,8630
Solar,11,10,6/12/2025,9373
Wind,5,4,10/28/2024,1027
Wind,0,23,7/11/2022,4311
Wind,20,19,12/25/2023,12990
Solar,13,12,3/27/2022,6255
Wind,0,23,2/14/2022,6512
Wind,7,6,1/29/2025,12896
Wind,1,0,3/12/2021,12379
Wind,3,2,7/5/2022,3640
Solar,14,13,8/19/2021,4835
Solar,13,12,8/5/2025,7071
Wind,23,22,8/28/2024,2348
Wind,17,16,12/27/2021,9445
Wind,3,2,9/18/2021,1168
Wind,15,14,9/23/2025,13351
Wind,7,6,3/20/2020,3577
Wind,18,17,4/27/2020,2626
Wind,17,16,3/22/2025,7212
Wind,5,4,6/12/2020,4286
Wind,2,1,9/12/2020,1147
Solar,12,11,4/18/2021,5661
Solar,14,13,7/10/2024,10399
Wind,7,6,10/7/2023,1898
Wind,9,8,12/8/2024,17304
Wind,5,4,3/17/2024,3960
Wind,4,3,9/19/2023,3900
Wind,10,9,10/21/2020,13322
Wind,17,16,9/16/2025,13968
Wind,19,18,7/8/2022,6914
Wind,21,20,8/29/2022,3839
Wind,10,9,3/7/2024,9031
Wind,20,19,6/16/2021,1787
Wind,11,10,10/21/2020,14414
Wind,7,6,1/10/2025,3643
Wind,0,23,3/27/2024,13594
Wind,20,19,1/20/2022,5272
Wind,21,20,10/23/2023,4431
Wind,3,2,11/13/2023,10550
Wind,14,13,10/24/2023,9197
Solar,16,15,9/13/2024,11435
Wind,4,3,5/8/2025,5647
Solar,13,12,6/26/2023,9710
Solar,17,16,8/17/2024,5446
Wind,16,15,3/9/2022,7922
Wind,5,4,11/29/2020,4505
Wind,20,19,5/23/2020,7295
Wind,0,23,11/4/2022,4294
Wind,0,23,6/2/2024,3481
Wind,11,10,12/16/2024,7735
Wind,21,20,2/6/2021,5019
Wind,0,23,11/9/2021,871
Wind,1,0,5/12/2022,5274
Wind,19,18,5/11/2020,11450
Wind,11,10,3/11/2021,15343
Wind,18,17,7/19/2021,7420
Wind,19,18,7/11/2020,4848
Wind,21,20,3/20/2024,1807
Wind,6,5,1/29/2025,13127
Wind,4,3,2/4/2024,6061
Solar,13,12,3/2/2025,12731
Wind,3,2,2/6/2025,3446
Wind,23,22,9/12/2024,3733
Wind,1,0,4/22/2020,4913
Wind,11,10,11/2/2020,12708
Wind,18,17,9/17/2022,8890
Wind,9,8,4/20/2025,8177
Wind,17,16,1/25/2021,4070
Wind,9,8,12/4/2020,9046
Wind,16,15,8/1/2023,16234
Wind,0,23,10/31/2022,12858
Solar,13,12,11/12/2022,5376
Solar,17,16,8/20/2023,6206
Wind,22,21,6/14/2023,3516
Wind,12,11,4/23/2022,7331
Wind,19,18,10/2/2023,4842
Wind,19,18,1/3/2024,18044
Wind,9,8,10/14/2021,2391
Wind,8,7,1/12/2020,7395
Solar,19,18,7/8/2023,4324
Wind,19,18,4/6/2025,10223
Wind,5,4,11/1/2021,8718
Wind,14,13,4/20/2023,12448
Wind,0,23,6/29/2024,3681
Wind,20,19,11/28/2022,3265
Wind,5,4,3/10/2024,2756
Wind,4,3,3/28/2021,3508
Wind,2,1,8/25/2023,2215
Wind,23,22,10/19/2021,10753
Solar,10,9,9/2/2024,4316
Wind,8,7,5/23/2023,6042
Wind,5,4,5/3/2020,1977
Wind,5,4,5/9/2024,3813
Solar,9,8,5/17/2024,3361
Wind,7,6,2/12/2023,2940
Solar,17,16,7/29/2025,10808
Wind,0,23,9/29/2021,2764
Wind,21,20,7/4/2020,7973
Wind,21,20,12/27/2022,9837
Wind,6,5,11/12/2024,9736
Wind,23,22,9/6/2022,2980
Solar,12,11,11/26/2025,6772
Solar,14,13,5/20/2020,5433
Wind,6,5,8/30/2025,4447
Solar,18,17,4/14/2024,5047
Wind,17,16,9/30/2021,6986
Wind,3,2,8/25/2024,6839
Wind,18,17,3/23/2024,15588
Wind,15,14,3/7/2022,10522
Solar,14,13,8/29/2021,7380
Solar,17,16,5/3/2020,4316
Wind,7,6,3/4/2025,2904
Wind,20,19,8/19/2022,4511
Wind,22,21,11/5/2024,91
Solar,14,13,11/26/2020,3501
Wind,21,20,11/22/2023,4282
Wind,7,6,3/30/2021,2984
Wind,8,7,9/25/2025,3047
Solar,11,10,8/31/2022,4337
Wind,9,8,1/15/2024,3779
Wind,7,6,8/19/2022,2570
Solar,12,11,7/17/2022,8145
Wind,9,8,2/14/2022,11199
Wind,1,0,12/7/2020,1051
Wind,21,20,1/3/2025,3705
Wind,7,6,10/10/2024,8274
Solar,20,19,7/13/2024,2289
Solar,11,10,10/13/2021,4051
Wind,8,7,2/19/2021,5554
Wind,21,20,3/8/2025,12639
Wind,23,22,11/3/2020,3571
Wind,23,22,6/6/2024,2561
Wind,17,16,9/30/2024,11102
Wind,3,2,4/11/2020,3011
Solar,9,8,6/29/2022,2385
Solar,9,8,6/15/2021,2124
Wind,3,2,8/14/2022,4666
Wind,4,3,5/5/2022,2050
Wind,21,20,8/7/2022,6195
Solar,17,16,8/31/2024,7347
Wind,19,18,6/23/2022,3896
Wind,8,7,8/10/2025,3182
Wind,7,6,6/7/2020,2147
Wind,5,4,1/1/2021,998
Wind,3,2,1/25/2021,6191
Wind,0,23,8/20/2022,981
Wind,23,22,3/8/2021,2943
Wind,0,23,10/11/2023,7262
Wind,2,1,12/31/2020,5746
Wind,10,9,3/31/2021,3600
Wind,14,13,8/23/2020,8729
Wind,22,21,12/1/2021,5719
Wind,15,14,1/11/2024,8407
Wind,22,21,4/19/2022,4160
Wind,23,22,7/30/2023,5928
Wind,19,18,5/20/2025,8914
Solar,18,17,6/13/2025,8341
Solar,13,12,4/30/2025,5410
Solar,15,14,7/6/2022,7868
Solar,11,10,6/7/2020,3437
Wind,17,16,2/19/2021,6776
Wind,1,0,5/11/2024,6497
Solar,13,12,7/7/2021,5172
Solar,15,14,7/20/2020,5919
Wind,17,16,2/24/2025,9544
Wind,21,20,4/15/2020,3450
Wind,7,6,6/2/2023,7517
Wind,3,2,1/19/2023,3478
Wind,20,19,11/16/2021,1157
Wind,5,4,7/1/2025,1055
Wind,10,9,2/21/2023,3045
Wind,8,7,8/9/2024,5677
Wind,10,9,3/25/2020,4738
Wind,16,15,9/19/2024,15959
Wind,22,21,8/24/2025,3236
Wind,19,18,3/4/2022,3151
Wind,22,21,7/21/2023,3094
Solar,19,18,7/4/2025,5949
Wind,8,7,1/3/2024,17121
Wind,19,18,9/14/2025,13786
Wind,3,2,6/30/2024,3727
Wind,17,16,12/19/2023,12111
Wind,14,13,3/26/2022,13203
Wind,6,5,2/9/2021,1784
Wind,4,3,2/5/2025,2214
Wind,6,5,5/31/2025,1059
Wind,8,7,10/31/2021,10139
Solar,15,14,4/27/2025,4067
Wind,22,21,2/13/2022,15035
Wind,6,5,6/23/2024,2326
Solar,12,11,4/21/2025,8025
Wind,6,5,3/16/2021,3210
Wind,3,2,4/29/2023,1638
Wind,21,20,12/23/2022,12401
Wind,17,16,1/30/2021,6987
Wind,2,1,7/30/2020,2163
Wind,19,18,5/5/2021,8828
Wind,0,23,2/4/2021,3467
Wind,10,9,1/19/2021,11722
Wind,0,23,7/21/2023,3035
Wind,5,4,6/8/2023,4806
Wind,22,21,5/14/2023,3817
Wind,7,6,6/19/2025,4893
Solar,11,10,5/18/2023,7144
Wind,8,7,2/15/2025,5705
Wind,13,12,11/20/2024,9330
Solar,16,15,9/22/2020,2638
Wind,18,17,12/15/2024,8504
Wind,9,8,11/20/2024,5746
Wind,1,0,6/14/2023,4779
Wind,18,17,3/11/2022,11304
Wind,19,18,4/28/2023,6113
Wind,15,14,4/1/2024,9631
Solar,15,14,9/13/2023,5717
Solar,11,10,5/29/2021,4347
Wind,20,19,4/1/2024,9379
Wind,3,2,12/3/2021,2724
Wind,19,18,11/9/2023,13237
Wind,8,7,1/13/2023,14510
Wind,9,8,1/22/2023,5974
Wind,8,7,4/13/2020,5354
Wind,4,3,6/29/2022,1211
Wind,21,20,4/29/2020,6006
Wind,15,14,10/5/2021,12713
Wind,9,8,8/27/2025,3210
Wind,5,4,6/23/2023,1872
Wind,5,4,5/4/2021,13020
Wind,4,3,5/3/2021,632
Wind,3,2,9/10/2023,3759
Solar,11,10,7/22/2024,7974
Wind,21,20,6/20/2020,1472
Wind,2,1,9/1/2024,4179
Solar,16,15,8/7/2023,9917
Wind,20,19,8/9/2022,7289
Wind,1,0,5/11/2021,2157
Wind,0,23,2/5/2021,2434
Wind,15,14,11/23/2024,19392
Wind,19,18,2/4/2025,3899
Wind,1,0,12/24/2020,11579
Solar,12,11,6/19/2023,5286
Wind,7,6,2/24/2024,7785
Wind,21,20,11/20/2023,8192
Wind,11,10,10/26/2021,3866
Solar,19,18,9/3/2021,1713
Wind,3,2,8/21/2022,603
Wind,23,22,5/17/2024,897
Wind,21,20,3/5/2024,3263
Wind,8,7,5/24/2023,5947
Solar,13,12,9/13/2020,3974
Wind,3,2,10/7/2021,1888
Wind,4,3,10/26/2025,9730
Wind,20,19,11/13/2024,5232
Wind,1,0,3/5/2025,2433
Wind,1,0,3/17/2022,5222
Wind,9,8,11/3/2022,10595
Wind,19,18,4/22/2023,6589
Solar,16,15,9/6/2024,6409
Wind,18,17,8/23/2021,7555
Solar,15,14,2/6/2020,4784
Wind,22,21,10/24/2020,11731
Wind,10,9,4/6/2021,4798
Wind,4,3,11/12/2020,7385
Wind,6,5,4/22/2021,5855
Wind,23,22,6/18/2021,3480
Wind,22,21,12/6/2022,2155
Wind,5,4,11/17/2021,1951
Solar,11,10,10/18/2025,8416
Wind,3,2,4/15/2020,6207
Wind,23,22,2/17/2020,10239
Wind,5,4,3/16/2025,8436
Wind,4,3,5/9/2021,7771
Wind,9,8,8/12/2020,2236
Wind,23,22,10/13/2021,2205
Wind,22,21,9/11/2024,5700
Wind,9,8,11/7/2024,2657
Wind,0,23,3/31/2020,7111
Wind,10,9,10/18/2023,11888
Wind,6,5,12/30/2021,8676
Solar,10,9,6/5/2021,4441
Wind,15,14,2/18/2024,13623
Solar,12,11,8/7/2020,3922
Wind,23,22,2/12/2024,3745
Wind,5,4,3/9/2024,11240
Wind,9,8,9/5/2022,3208
Wind,4,3,10/14/2020,1902
Solar,14,13,10/12/2023,9093
Wind,1,0,12/20/2023,9136
Wind,23,22,11/28/2021,5114
Wind,4,3,8/29/2024,2495
Wind,10,9,4/22/2023,6597
Solar,15,14,10/2/2024,5400
Wind,12,11,5/25/2023,14511
Wind,18,17,1/21/2024,14481
Wind,1,0,5/21/2020,2748
Wind,19,18,3/4/2023,3131
Wind,10,9,3/21/2022,5460
Wind,11,10,1/2/2023,5987
Wind,21,20,1/20/2023,5467
Wind,8,7,7/22/2023,2381
Wind,10,9,11/17/2025,8893
Wind,23,22,1/15/2025,3441
Wind,19,18,10/15/2023,3213
Solar,16,15,7/5/2024,11741
Solar,18,17,8/15/2024,8514
Wind,14,13,10/1/2021,9911
Wind,5,4,1/21/2022,4963
Wind,8,7,12/19/2022,13202
Wind,6,5,8/13/2025,1029
Wind,10,9,12/22/2021,3623
Wind,18,17,5/26/2025,10107
Wind,22,21,3/19/2024,1227
Wind,2,1,1/17/2022,1358
Wind,20,19,10/15/2023,3573
Solar,13,12,2/16/2025,8762
Wind,3,2,10/7/2022,1154
Wind,5,4,9/15/2021,1977
Wind,23,22,3/6/2025,10880
Wind,16,15,12/9/2021,5400
Wind,1,0,1/2/2023,11969
Wind,0,23,4/17/2021,5520
Wind,3,2,7/30/2021,1817
Wind,20,19,8/24/2020,1914
Wind,4,3,5/15/2020,7329
Wind,17,16,11/24/2023,11600
Wind,23,22,9/6/2023,3137
Wind,17,16,11/3/2025,8685
Wind,17,16,10/27/2025,15610
Wind,1,0,6/28/2025,1627
Wind,4,3,6/10/2025,1674
Wind,3,2,5/31/2022,1818
Wind,15,14,10/14/2020,7046
Wind,8,7,8/14/2023,2587
Wind,5,4,7/23/2020,1527
Solar,13,12,4/16/2022,10869
Wind,19,18,4/16/2025,4853
Wind,1,0,6/5/2021,2191
Wind,23,22,4/24/2020,2176
Wind,13,12,11/23/2023,7931
Wind,5,4,11/10/2023,12591
Wind,10,9,9/24/2024,8855
Wind,16,15,2/22/2025,10495
Wind,6,5,5/5/2025,9828
Solar,11,10,3/5/2025,8585
Wind,5,4,6/28/2024,3214
Wind,12,11,10/16/2020,4358
Wind,6,5,1/6/2023,7744
Wind,6,5,9/5/2022,2599
Wind,13,12,11/25/2022,6116
Wind,1,0,12/14/2020,9700
Wind,10,9,12/23/2023,14222
Wind,20,19,10/4/2022,937
Wind,8,7,8/26/2020,8615
Wind,3,2,10/7/2023,1790
Wind,10,9,1/26/2020,3118
Wind,21,20,1/5/2022,4018
Wind,21,20,11/26/2025,2920
Wind,23,22,6/15/2022,2879
Wind,2,1,9/26/2021,2233
Wind,22,21,7/28/2023,3768
Wind,9,8,6/4/2022,3189
Wind,11,10,1/10/2020,6407
Wind,5,4,9/30/2024,12240
Wind,6,5,10/1/2024,7834
Wind,22,21,11/18/2025,8784
Wind,0,23,4/3/2024,11683
Wind,3,2,10/31/2025,10049
Wind,3,2,2/22/2025,10894
Wind,15,14,7/27/2023,16122
Wind,19,18,9/17/2024,13680
Wind,11,10,12/6/2021,3931
Wind,3,2,11/25/2023,8586
Wind,11,10,2/26/2021,3948
Wind,0,23,7/3/2020,2522
Wind,2,1,3/19/2024,1178
Solar,13,12,11/12/2021,4637
Wind,17,16,9/20/2023,14551
Wind,17,16,1/23/2022,3865
Wind,13,12,9/30/2024,20041
Wind,23,22,11/11/2020,7638
Wind,5,4,1/17/2021,5008
Wind,7,6,11/26/2020,2436
Wind,6,5,9/14/2023,710
Wind,8,7,12/17/2020,5368
Wind,18,17,11/10/2022,3142
Wind,23,22,7/2/2022,1832
Wind,10,9,3/17/2023,9108
Solar,13,12,3/29/2023,9902
Solar,12,11,6/27/2025,9500
Wind,6,5,2/9/2025,3088
Wind,15,14,9/18/2020,6021
Wind,8,7,11/18/2024,9481
Solar,12,11,4/19/2022,4623
Wind,11,10,11/27/2020,2632
Wind,12,11,11/16/2020,9214
Wind,3,2,2/12/2020,9274
Wind,1,0,7/15/2021,7907
Wind,5,4,11/27/2025,6967
Solar,15,14,8/5/2024,8671
Wind,21,20,5/16/2021,9142
Wind,22,21,2/24/2021,6699
Wind,7,6,3/5/2020,5871
Wind,2,1,6/3/2024,3047
Wind,8,7,2/6/2025,5595
Wind,3,2,9/2/2023,2089
Wind,17,16,11/14/2022,4420
Wind,10,9,1/31/2020,6229
Wind,8,7,6/13/2021,2420
Wind,20,19,8/14/2024,3688
Solar,19,18,5/25/2024,3720
Wind,23,22,12/27/2020,7389
Solar,14,13,4/1/2020,5326
Wind,19,18,1/18/2023,5216
Wind,0,23,3/13/2021,11499
Solar,10,9,7/25/2024,4811
Solar,12,11,12/25/2024,3467
Wind,7,6,6/23/2023,1435
Solar,15,14,4/22/2022,8327
Wind,15,14,3/16/2020,3423
Wind,2,1,6/6/2022,2710
Wind,1,0,12/11/2021,10034
Wind,9,8,10/12/2021,2616
Solar,12,11,4/8/2025,9010
Solar,12,11,7/30/2025,7443
Wind,9,8,12/19/2020,11340
Solar,14,13,7/6/2023,7124
Solar,16,15,6/13/2021,4905
Solar,11,10,7/11/2020,4169
Solar,19,18,9/4/2020,2508
Wind,22,21,8/18/2020,697
Solar,20,19,6/23/2024,3387
Wind,6,5,12/18/2020,5793
Wind,7,6,10/4/2025,17093
Wind,23,22,3/12/2024,8894
Wind,10,9,10/21/2024,5133
Wind,23,22,3/11/2025,4647
Wind,14,13,8/6/2021,12722
Wind,16,15,1/25/2025,5523
Wind,4,3,3/12/2020,10434
Wind,2,1,12/28/2021,12227
Wind,8,7,6/8/2023,4772
Wind,12,11,10/3/2024,11198
Wind,20,19,1/18/2023,5226
Wind,5,4,6/6/2022,1864
Wind,19,18,12/8/2021,5364
Wind,2,1,3/15/2020,3727
Wind,13,12,3/18/2022,14015
Wind,21,20,3/11/2022,10416
Wind,17,16,2/6/2025,12071
Wind,1,0,4/23/2022,5823
Solar,15,14,2/13/2023,6344
Wind,21,20,12/26/2023,2721
Wind,1,0,8/24/2020,2460
Wind,14,13,10/29/2020,8549
Wind,0,23,5/24/2022,1737
Wind,9,8,10/21/2024,4204
Wind,19,18,4/16/2022,8184
Solar,20,19,5/16/2022,1701
Wind,0,23,5/19/2024,1146
Solar,18,17,10/9/2022,3480
Wind,11,10,5/19/2022,7130
Wind,8,7,7/1/2022,2336
Wind,9,8,5/9/2023,4052
Wind,17,16,2/3/2022,2472
Solar,15,14,6/6/2021,5111
Wind,5,4,9/20/2021,1552
Wind,20,19,5/8/2024,4590
Wind,18,17,5/31/2020,6587
Wind,23,22,3/27/2022,2412
Wind,19,18,9/12/2022,2581
Solar,12,11,8/18/2024,8765
Solar,16,15,5/4/2020,5337
Wind,7,6,10/23/2024,1709
Wind,7,6,2/10/2022,5360
Solar,18,17,4/8/2020,2595
Wind,2,1,9/2/2022,2750
Wind,3,2,5/22/2022,2963
Wind,9,8,1/28/2022,1216
Wind,6,5,7/12/2021,2454
Wind,2,1,11/5/2023,14785
Wind,8,7,2/12/2024,2207
Wind,5,4,6/9/2024,3499
Wind,19,18,5/3/2023,8694
Wind,10,9,2/22/2025,10315
Wind,4,3,11/23/2024,9018
Wind,0,23,4/20/2024,6161
Solar,11,10,1/14/2022,2655
Wind,15,14,12/22/2024,18534
Wind,17,16,1/1/2023,9041
Wind,7,6,7/31/2023,8004
Solar,16,15,6/19/2021,4434
Wind,8,7,6/15/2025,2381
Solar,12,11,7/13/2023,8460
Wind,15,14,11/20/2022,11679
Wind,17,16,7/29/2023,11633
Solar,18,17,6/26/2024,5746
Wind,3,2,5/27/2025,6782
Solar,12,11,5/17/2023,12591
Wind,9,8,11/5/2021,3138
Wind,10,9,9/20/2024,6343
Wind,16,15,8/2/2023,20359
Wind,0,23,5/13/2024,6358
Wind,17,16,12/25/2024,1322
Wind,19,18,9/29/2020,1250
Wind,10,9,2/4/2021,2756
Wind,13,12,1/26/2021,5374
Solar,12,11,3/2/2023,5920
Wind,1,0,8/29/2020,3168
Wind,15,14,8/28/2020,8716
Wind,9,8,5/10/2023,7126
Wind,18,17,4/24/2023,8130
Wind,3,2,4/19/2022,2920
Wind,14,13,4/23/2022,8065
Wind,2,1,9/25/2025,3175
Solar,11,10,5/17/2023,10667
Wind,22,21,3/17/2020,596
Solar,13,12,7/6/2023,6939
Solar,10,9,4/9/2020,2595
Solar,13,12,5/1/2023,7715
Solar,19,18,4/21/2023,4021
Wind,23,22,5/5/2023,1319
Wind,2,1,4/24/2020,1022
Solar,13,12,7/17/2023,9207
Wind,19,18,11/6/2020,6817
Solar,10,9,3/17/2020,1714
Wind,8,7,7/28/2020,3211
Wind,7,6,7/19/2022,5940
Wind,19,18,7/9/2020,5677
Wind,8,7,6/24/2023,3270
Wind,11,10,11/27/2021,9185
Solar,15,14,2/12/2022,7521
Wind,5,4,11/6/2021,2796
Wind,16,15,2/14/2021,9763
Solar,19,18,6/24/2024,5797
Wind,10,9,4/4/2020,3591
Wind,1,0,10/23/2022,6954
Wind,21,20,12/10/2023,15601
Wind,22,21,5/26/2023,7754
Wind,21,20,5/22/2025,5574
Wind,2,1,12/27/2021,3966
Wind,7,6,6/27/2022,1238
Solar,17,16,3/24/2022,4803
Wind,19,18,9/27/2020,8052
Wind,7,6,5/2/2022,2029
Wind,10,9,1/5/2020,2245
Wind,1,0,2/15/2021,9792
Wind,2,1,1/16/2024,2010
Wind,17,16,1/16/2025,3827
Solar,15,14,6/20/2025,11681
Wind,9,8,5/14/2023,3884
Solar,10,9,6/16/2025,6557
Wind,18,17,2/4/2021,2798
Wind,4,3,10/22/2023,8628
Solar,11,10,5/19/2024,2455
Solar,10,9,5/17/2022,4347
Solar,16,15,6/4/2022,5828
Wind,6,5,2/22/2025,10238
Wind,15,14,12/7/2021,12122
Solar,18,17,9/6/2024,4893
Wind,7,6,7/12/2022,2572
Solar,15,14,11/15/2024,4951
Wind,14,13,3/22/2020,10827
Wind,8,7,9/30/2023,889
Wind,2,1,8/15/2025,4242
Wind,15,14,1/7/2023,15880
Wind,3,2,2/28/2024,3703
Wind,18,17,4/15/2023,13143
Solar,16,15,4/1/2021,6405
Wind,13,12,9/22/2025,15222
Wind,3,2,3/29/2023,4865
Wind,9,8,2/7/2021,4598
Solar,19,18,8/3/2022,3379
Wind,17,16,3/11/2022,12628
Wind,21,20,9/22/2021,1945
Wind,7,6,7/24/2024,1089
Wind,19,18,4/2/2025,15030
Wind,1,0,8/1/2024,1649
Wind,10,9,2/15/2020,8611
Wind,17,16,12/28/2020,9395
Solar,14,13,6/30/2023,8565
Wind,1,0,5/31/2022,2131
Wind,7,6,6/21/2024,1717
Wind,18,17,8/5/2021,9475
Solar,17,16,5/13/2022,6107
Wind,12,11,12/19/2022,14450
Wind,8,7,4/21/2024,5871
Wind,1,0,11/2/2023,17146
Wind,14,13,11/4/2023,18105
Wind,17,16,11/29/2020,2659
Wind,8,7,1/4/2021,1589
Wind,23,22,12/23/2020,12177
Wind,0,23,12/28/2024,638
Wind,18,17,5/28/2020,6840
Wind,1,0,4/12/2020,978
Wind,22,21,12/15/2020,4427
Wind,19,18,3/21/2022,3512
Wind,20,19,12/31/2022,16435
Solar,16,15,5/31/2021,7096
Wind,5,4,11/13/2024,6882
Solar,13,12,4/9/2023,7478
Wind,2,1,2/22/2021,7591
Wind,5,4,2/25/2025,3644
Wind,19,18,12/19/2021,3022
Wind,0,23,11/24/2020,6768
Wind,23,22,9/10/2021,1997
Wind,2,1,4/13/2021,1796
Wind,1,0,8/4/2022,1586
Wind,19,18,5/4/2025,12606
Wind,15,14,8/29/2020,5103
Wind,9,8,7/19/2023,4118
Wind,4,3,12/4/2023,13158
Wind,5,4,12/4/2022,3430
Wind,21,20,6/13/2024,4639
Wind,2,1,5/7/2025,8947
Wind,20,19,8/28/2023,4554
Wind,21,20,8/5/2023,14188
Wind,4,3,1/18/2025,1157
Wind,1,0,5/23/2022,3636
Wind,7,6,11/30/2025,4387
Solar,17,16,10/7/2021,4917
Wind,7,6,3/12/2020,9223
Wind,16,15,1/20/2021,14624
Wind,23,22,8/5/2024,1034
Wind,4,3,10/23/2025,12997
Wind,7,6,10/20/2020,10003
Solar,13,12,5/5/2022,5897
Wind,23,22,1/23/2020,2779
Solar,14,13,7/7/2021,5429
Wind,2,1,7/25/2020,1543
Wind,2,1,7/18/2020,1515
Wind,7,6,9/26/2021,2281
Wind,2,1,4/29/2024,2419
Wind,23,22,9/19/2021,2332
Wind,5,4,8/30/2022,3592
Solar,14,13,9/16/2023,8664
Wind,2,1,6/22/2022,3887
Wind,20,19,4/19/2020,4931
Wind,23,22,4/9/2024,8756
Wind,18,17,3/11/2025,5580
Wind,10,9,10/1/2024,7164
Wind,20,19,8/16/2024,3335
Wind,2,1,9/5/2024,3657
Solar,12,11,9/29/2025,7678
Wind,6,5,5/24/2020,3046
Wind,11,10,4/15/2023,10771
Wind,4,3,6/7/2023,4685
Wind,18,17,9/2/2021,5612
Wind,23,22,1/2/2023,4218
Wind,17,16,11/4/2021,3606
Wind,12,11,12/6/2024,12425
Wind,5,4,12/13/2023,9180
Solar,14,13,11/30/2024,4668
Wind,7,6,9/16/2025,9715
Wind,21,20,3/3/2023,5832
Wind,4,3,2/17/2023,7265
Wind,4,3,7/19/2024,1551
Solar,11,10,5/9/2022,4782
Wind,10,9,4/8/2022,6382
Wind,20,19,8/30/2023,5549
Solar,17,16,2/15/2023,3695
Solar,17,16,6/9/2022,8567
Wind,7,6,2/13/2020,11612
Solar,17,16,3/20/2023,5436
Wind,15,14,11/15/2023,10772
